,location,bath,price,total_sqft_float,bhk
1820,HRBR Layout,2.0,78.0,1265.0,2.0
1821,HRBR Layout,3.0,180.0,1200.0,3.0
1822,HRBR Layout,3.0,90.0,1900.0,2.0
1823,HRBR Layout,3.0,120.0,1625.0,3.0
1824,HRBR Layout,2.0,120.0,1301.0,2.0
1825,HRBR Layout,2.0,68.5,1145.0,5.0
1826,HRBR Layout,2.0,90.0,1300.0,2.0
1827,HSR Layout,2.0,68.0,1372.0,2.0
1828,HSR Layout,3.0,75.0,1475.0,2.0
1829,HSR Layout,2.0,55.0,1467.0,2.0
1830,HSR Layout,2.0,61.0,1372.0,2.0
1831,HSR Layout,3.0,95.0,1750.0,4.0
1832,HSR Layout,3.0,110.0,1650.0,2.0
1833,HSR Layout,2.0,61.0,1372.0,2.0
1834,HSR Layout,2.0,60.0,1185.0,2.0
1835,HSR Layout,2.0,68.0,1127.0,3.0
1836,HSR Layout,2.0,115.0,1600.0,3.0
1837,HSR Layout,2.0,48.0,1145.0,2.0
1838,HSR Layout,4.0,220.0,2792.0,2.0
1839,HSR Layout,2.0,98.0,1300.0,3.0
1840,HSR Layout,2.0,46.0,1140.0,2.0
1841,HSR Layout,2.0,69.0,1126.0,2.0
1842,HSR Layout,2.0,53.0,1360.0,2.0
1843,HSR Layout,2.0,65.0,1142.0,2.0
1844,HSR Layout,3.0,160.0,2020.0,2.0
1845,HSR Layout,3.0,95.0,1844.0,2.0
1846,HSR Layout,2.0,72.0,1203.0,3.0
1847,HSR Layout,2.0,46.0,1140.0,2.0
1848,HSR Layout,2.0,46.0,1145.0,2.0
1849,HSR Layout,2.0,56.0,1009.0,3.0
1850,HSR Layout,2.0,60.0,1203.0,4.0
1851,HSR Layout,2.0,135.0,1590.0,2.0
1852,HSR Layout,2.0,70.0,1120.0,4.0
1853,HSR Layout,3.0,89.0,1844.0,4.0
1854,HSR Layout,2.0,60.0,1203.0,2.0
1855,Haralur Road,2.0,70.0,1240.0,2.0
1856,Haralur Road,5.0,154.0,2805.0,2.0
1857,Haralur Road,2.0,61.0,1056.0,1.0
1858,Haralur Road,3.0,100.0,1810.0,3.0
1859,Haralur Road,4.0,154.0,2805.0,2.0
1860,Haralur Road,2.0,67.38,1225.0,2.0
1861,Haralur Road,3.0,115.0,1920.0,2.0
1862,Haralur Road,3.0,110.0,1875.0,2.0
1863,Haralur Road,3.0,125.0,2017.0,3.0
1864,Haralur Road,2.0,43.0,1140.0,1.0
1865,Haralur Road,3.0,110.0,1875.0,2.0
1866,Haralur Road,2.0,73.0,1300.0,3.0
1867,Haralur Road,2.0,67.38,1225.0,2.0
1868,Haralur Road,2.0,78.0,1230.0,3.0
1869,Haralur Road,2.0,79.0,1300.0,2.0
1870,Haralur Road,2.0,80.0,1444.0,3.0
1871,Haralur Road,2.0,68.0,1088.0,2.0
1872,Haralur Road,2.0,70.0,1225.0,4.0
1873,Haralur Road,3.0,101.0,1830.0,2.0
1874,Haralur Road,2.0,96.0,1520.0,3.0
1875,Haralur Road,2.0,75.0,1300.0,2.0
1876,Haralur Road,2.0,125.0,2017.0,1.0
1877,Haralur Road,5.0,160.0,2805.0,2.0
1878,Haralur Road,3.0,105.0,2017.0,3.0
1879,Haralur Road,2.0,90.0,1520.0,3.0
1880,Haralur Road,3.0,130.0,1985.0,2.0
1881,Haralur Road,2.0,60.0,1056.0,2.0
1882,Haralur Road,2.0,62.0,1245.0,3.0
1883,Haralur Road,2.0,58.0,1140.0,3.0
1884,Haralur Road,3.0,90.0,1560.0,2.0
1885,Haralur Road,2.0,85.0,1520.0,2.0
1886,Haralur Road,3.0,100.0,1650.0,2.0
1887,Haralur Road,4.0,154.0,2805.0,2.0
1888,Haralur Road,2.0,96.0,1520.0,4.0
1889,Haralur Road,3.0,83.05,1510.0,2.0
1890,Haralur Road,2.0,65.0,1056.0,3.0
1891,Haralur Road,3.0,100.0,1810.0,3.0
1892,Haralur Road,1.0,38.0,575.0,3.0
1893,Haralur Road,3.0,120.0,1850.0,2.0
1894,Haralur Road,3.0,85.0,1710.0,1.0
1895,Haralur Road,3.0,95.0,1730.0,1.0
1896,Haralur Road,3.0,110.0,1817.0,4.0
1897,Haralur Road,2.0,77.0,1225.0,2.0
1898,Haralur Road,2.0,78.0,1285.0,3.0
1899,Haralur Road,2.0,67.48,1225.0,3.0
1900,Haralur Road,2.0,69.84,1225.0,1.0
1901,Haralur Road,2.0,85.0,1315.0,3.0
1902,Haralur Road,2.0,75.0,1300.0,4.0
1903,Haralur Road,2.0,82.0,1309.0,4.0
1904,Haralur Road,2.0,75.0,1300.0,2.0
1905,Haralur Road,2.0,67.65,1230.0,3.0
1906,Haralur Road,3.0,97.0,1735.0,2.0
1907,Haralur Road,3.0,97.83,1810.0,3.0
1908,Haralur Road,3.0,112.0,1810.0,4.0
1909,Harlur,2.0,84.0,1197.0,4.0
1910,Harlur,3.0,132.0,1757.0,2.0
1911,Harlur,2.0,76.0,1174.0,2.0
1912,Harlur,3.0,125.0,1754.0,2.0
1913,Harlur,2.0,85.0,1290.0,2.0
1914,Harlur,3.0,124.0,1754.0,3.0
1915,Harlur,2.0,69.0,1152.0,2.0
1916,Harlur,2.0,87.0,1290.0,3.0
1917,Harlur,5.0,155.0,2240.0,3.0
1918,Harlur,4.0,120.0,1884.0,2.0
1919,Harlur,2.0,78.0,1174.0,2.0
1920,Harlur,3.0,112.0,1749.0,2.0
1921,Harlur,2.0,75.0,1174.0,2.0
1922,Harlur,3.0,110.0,1620.0,3.0
1923,Harlur,3.0,77.5,1414.0,2.0
1924,Harlur,3.0,133.0,1762.0,2.0
1925,Harlur,3.0,131.0,1756.0,2.0
1926,Harlur,3.0,130.0,1755.0,3.0
1927,Harlur,3.0,140.0,1864.0,4.0
1928,Harlur,3.0,128.0,1756.0,2.0
1929,Harlur,3.0,120.0,1749.0,2.0
1930,Harlur,2.0,82.0,1197.0,4.0
1931,Harlur,2.0,90.0,1303.0,1.0
1932,Harlur,3.0,132.0,1754.0,3.0
1933,Harlur,2.0,75.0,1174.0,2.0
1934,Harlur,2.0,78.0,1197.0,2.0
1935,Harlur,2.0,89.9,1290.0,4.0
1936,Harlur,2.0,85.0,1386.0,2.0
1937,Harlur,2.0,74.0,1174.0,2.0
1938,Harlur,2.0,78.0,1174.0,2.0
1939,Harlur,3.0,115.0,1755.0,2.0
1940,Harlur,4.0,175.0,2569.0,4.0
1941,Harlur,3.0,125.0,1752.12,3.0
1942,Harlur,5.0,180.0,2569.0,3.0
1943,Harlur,2.0,76.0,1197.0,2.0
1944,Harlur,3.0,117.0,1755.0,1.0
1945,Harlur,2.0,79.9,1197.0,4.0
1946,Harlur,4.0,225.0,2990.0,2.0
1947,Harlur,2.0,72.76,1335.0,2.0
1948,Hebbal,4.0,477.0,5611.5,4.0
1949,Hebbal,2.0,98.2,1349.0,3.0
1950,Hebbal,5.0,212.0,2483.0,1.0
1951,Hebbal,2.0,130.0,1760.0,2.0
1952,Hebbal,5.0,260.0,3450.0,2.0
1953,Hebbal,2.0,98.0,1349.0,3.0
1954,Hebbal,3.0,83.87,1355.0,1.0
1955,Hebbal,3.0,127.0,1790.0,2.0
1956,Hebbal,5.0,198.0,2790.0,2.0
1957,Hebbal,4.0,189.0,1985.0,2.0
1958,Hebbal,5.0,215.0,2483.0,2.0
1959,Hebbal,4.0,198.0,2790.0,4.0
1960,Hebbal,4.0,230.0,3067.0,2.0
1961,Hebbal,2.0,250.0,2526.0,3.0
1962,Hebbal,4.0,230.0,3067.0,1.0
1963,Hebbal,2.0,123.0,1420.0,3.0
1964,Hebbal,2.0,99.39,1420.0,1.0
1965,Hebbal,4.0,365.0,4235.0,2.0
1966,Hebbal,3.0,124.0,1700.0,2.0
1967,Hebbal,5.0,386.0,3960.0,3.0
1968,Hebbal,2.0,115.0,1440.0,3.0
1969,Hebbal,4.0,180.0,2400.0,2.0
1970,Hebbal,2.0,107.0,1420.0,2.0
1971,Hebbal,2.0,92.0,1320.0,2.0
1972,Hebbal,2.0,49.0,919.0,1.0
1973,Hebbal,3.0,135.0,1645.0,3.0
1974,Hebbal,3.0,175.0,2080.0,3.0
1975,Hebbal,5.0,230.0,2483.0,2.0
1976,Hebbal,3.0,195.0,2600.0,3.0
1977,Hebbal,2.0,88.73,1251.0,2.0
1978,Hebbal,3.0,121.0,1645.0,2.0
1979,Hebbal,5.0,386.0,3960.0,4.0
1980,Hebbal,3.0,120.0,1645.0,2.0
1981,Hebbal,3.0,117.0,1645.0,2.0
1982,Hebbal,3.0,119.0,1636.0,2.0
1983,Hebbal,2.0,95.0,1255.0,5.0
1984,Hebbal,4.0,198.0,2790.0,2.0
1985,Hebbal,2.0,95.0,1255.0,5.0
1986,Hebbal,2.0,97.8,1349.0,3.0
1987,Hebbal,2.0,108.0,1344.0,2.0
1988,Hebbal,2.0,90.0,1255.0,2.0
1989,Hebbal,2.0,110.0,1138.0,2.0
1990,Hebbal,4.0,165.0,1987.0,3.0
1991,Hebbal,5.0,198.0,2790.0,2.0
1992,Hebbal,2.0,100.0,1299.0,2.0
1993,Hebbal,2.0,100.0,1333.0,2.0
1994,Hebbal,4.0,199.0,2650.0,3.0
1995,Hebbal,3.0,140.0,1800.0,2.0
1996,Hebbal,4.0,203.0,2470.0,3.0
1997,Hebbal,2.0,95.0,1255.0,2.0
1998,Hebbal,2.0,104.0,1333.0,2.0
1999,Hebbal,3.0,117.0,1645.0,2.0
2000,Hebbal,3.0,199.0,2600.0,3.0
2001,Hebbal,2.0,91.0,1320.0,1.0
2002,Hebbal,3.0,195.0,2388.0,4.0
2003,Hebbal,3.0,195.0,2600.0,3.0
2004,Hebbal,5.0,320.0,3520.0,5.0
2005,Hebbal,5.0,364.0,4235.0,2.0
2006,Hebbal,2.0,97.0,1299.0,2.0
2007,Hebbal,5.0,192.0,2470.0,4.0
2008,Hebbal,3.0,117.0,1645.0,2.0
2009,Hebbal,3.0,134.0,1920.0,2.0
2010,Hebbal,3.0,150.0,1920.0,2.0
2011,Hebbal,4.0,189.0,2375.0,3.0
2012,Hebbal,2.0,92.0,1252.0,2.0
2013,Hebbal,2.0,115.0,1294.0,5.0
2014,Hebbal,2.0,137.0,1740.0,2.0
2015,Hebbal,3.0,155.0,1662.0,2.0
2016,Hebbal,2.0,98.0,1349.0,1.0
2017,Hebbal,2.0,96.8,1349.0,4.0
2018,Hebbal Kempapura,3.0,155.0,1700.0,3.0
2019,Hebbal Kempapura,3.0,175.0,1800.0,3.0
2020,Hebbal Kempapura,3.0,380.0,3522.0,2.0
2021,Hebbal Kempapura,2.0,125.0,1200.0,4.0
2022,Hebbal Kempapura,2.0,102.0,1300.0,2.0
2023,Hebbal Kempapura,2.0,140.0,1466.0,2.0
2024,Hebbal Kempapura,4.0,495.0,3895.0,3.0
2025,Hebbal Kempapura,2.0,165.0,1725.0,2.0
2026,Hebbal Kempapura,3.0,132.0,1485.0,2.0
2027,Hebbal Kempapura,2.0,108.0,1400.0,2.0
2028,Hebbal Kempapura,3.0,150.0,1800.0,2.0
2029,Hebbal Kempapura,5.0,200.0,2400.0,2.0
2030,Hebbal Kempapura,3.0,165.0,1785.0,2.0
2031,Hebbal Kempapura,3.0,148.0,1200.0,3.0
2032,Hebbal Kempapura,3.0,170.0,1600.0,3.0
2033,Hebbal Kempapura,3.0,175.0,1730.0,2.0
2034,Hebbal Kempapura,4.0,198.0,2485.0,2.0
2035,Hegde Nagar,3.0,101.0,1569.0,2.0
2036,Hegde Nagar,3.0,115.0,1801.0,2.0
2037,Hegde Nagar,2.0,97.0,1341.0,3.0
2038,Hegde Nagar,4.0,83.0,1200.0,2.0
2039,Hegde Nagar,3.0,140.0,1801.0,2.0
2040,Hegde Nagar,2.0,75.0,1200.0,2.0
2041,Hegde Nagar,3.0,135.0,1847.0,2.0
2042,Hegde Nagar,4.0,132.0,1965.0,2.0
2043,Hegde Nagar,3.0,125.0,1703.0,3.0
2044,Hegde Nagar,4.0,145.0,2144.6,2.0
2045,Hegde Nagar,3.0,119.0,1718.0,2.0
2046,Hegde Nagar,3.0,123.0,1847.0,5.0
2047,Hegde Nagar,2.0,72.0,1340.0,1.0
2048,Hegde Nagar,3.0,115.0,2087.01,1.0
2049,Hegde Nagar,3.0,130.0,1703.0,2.0
2050,Hegde Nagar,3.0,130.0,1718.0,2.0
2051,Hegde Nagar,4.0,118.0,1884.0,2.0
2052,Hegde Nagar,4.0,122.0,1930.0,2.0
2053,Hegde Nagar,3.0,135.0,1500.0,2.0
2054,Hegde Nagar,4.0,129.0,2162.03,2.0
2055,Hegde Nagar,4.0,160.0,2087.01,5.0
2056,Hennur,2.0,52.0,1075.0,3.0
2057,Hennur,2.0,57.0,1225.0,3.0
2058,Hennur,2.0,57.5,1255.0,4.0
2059,Hennur,2.0,57.0,1259.0,2.0
2060,Hennur,2.0,53.5,1255.0,1.0
2061,Hennur,2.0,60.0,1285.0,2.0
2062,Hennur,2.0,60.0,1285.0,2.0
2063,Hennur,2.0,60.0,1100.0,3.0
2064,Hennur,2.0,58.0,1255.0,2.0
2065,Hennur,2.0,54.5,1255.0,2.0
2066,Hennur,2.0,55.5,1255.0,2.0
2067,Hennur,5.0,125.0,2500.0,2.0
2068,Hennur,2.0,57.5,1255.0,5.0
2069,Hennur,2.0,48.0,960.0,4.0
2070,Hennur,2.0,48.0,1020.0,3.0
2071,Hennur,2.0,52.32,1255.0,2.0
2072,Hennur,2.0,64.0,1295.0,3.0
2073,Hennur,3.0,102.0,1935.0,3.0
2074,Hennur,2.0,69.0,1345.0,2.0
2075,Hennur,2.0,58.0,1255.0,2.0
2076,Hennur,2.0,62.0,1420.0,2.0
2077,Hennur,2.0,54.5,1155.0,2.0
2078,Hennur,2.0,52.32,1255.0,2.0
2079,Hennur,2.0,52.35,1255.0,2.0
2080,Hennur,2.0,54.5,1255.0,2.0
2081,Hennur,2.0,113.0,1830.0,2.0
2082,Hennur,3.0,84.205,1830.5,2.0
2083,Hennur,2.0,53.57,1255.0,2.0
2084,Hennur,2.0,56.5,1255.0,2.0
2085,Hennur,2.0,42.73,1050.0,2.0
2086,Hennur,2.0,62.0,1295.0,1.0
2087,Hennur Road,3.0,140.0,2089.0,2.0
2088,Hennur Road,3.0,159.0,2264.0,2.0
2089,Hennur Road,2.0,84.0,1157.0,1.0
2090,Hennur Road,3.0,120.0,1904.0,2.0
2091,Hennur Road,3.0,95.0,1561.0,3.0
2092,Hennur Road,3.0,149.0,2060.0,3.0
2093,Hennur Road,2.0,92.0,1482.0,3.0
2094,Hennur Road,2.0,89.0,1232.0,3.0
2095,Hennur Road,3.0,160.0,2160.0,2.0
2096,Hennur Road,2.0,83.09,1385.0,3.0
2097,Hennur Road,3.0,174.0,2350.0,4.0
2098,Hennur Road,3.0,93.94,1586.0,3.0
2099,Hennur Road,3.0,123.0,1975.0,2.0
2100,Hennur Road,2.0,94.5,1290.0,4.0
2101,Hennur Road,2.0,49.5,901.0,1.0
2102,Hennur Road,2.0,97.0,1482.0,2.0
2103,Hennur Road,2.0,82.5,1182.0,2.0
2104,Hennur Road,3.0,109.0,1891.0,1.0
2105,Hennur Road,3.0,170.0,2320.0,3.0
2106,Hennur Road,3.0,118.0,1936.0,1.0
2107,Hennur Road,3.0,96.5,1590.0,3.0
2108,Hennur Road,2.0,105.0,1445.0,3.0
2109,Hennur Road,3.0,125.0,1832.0,1.0
2110,Hennur Road,2.0,104.0,1359.0,1.0
2111,Hennur Road,3.0,133.0,1949.0,2.0
2112,Hennur Road,2.0,89.0,1232.0,2.0
2113,Hennur Road,2.0,77.88,1250.0,2.0
2114,Hennur Road,4.0,180.0,2502.0,4.0
2115,Hennur Road,3.0,110.0,1831.0,3.0
2116,Hennur Road,2.0,87.0,1232.0,4.0
2117,Hennur Road,2.0,74.0,1232.0,1.0
2118,Hennur Road,2.0,95.0,1341.0,2.0
2119,Hennur Road,2.0,88.0,1232.0,3.0
2120,Hennur Road,4.0,175.0,2365.0,3.0
2121,Hennur Road,3.0,168.0,2264.0,2.0
2122,Hennur Road,3.0,120.0,2002.0,1.0
2123,Hennur Road,2.0,73.0,1195.0,3.0
2124,Hennur Road,2.0,45.0,1020.0,1.0
2125,Hennur Road,3.0,128.0,2041.0,4.0
2126,Hennur Road,2.0,87.0,1232.0,1.0
2127,Hennur Road,2.0,84.0,1255.0,2.0
2128,Hennur Road,2.0,83.0,1232.0,2.0
2129,Hennur Road,3.0,116.0,1832.0,3.0
2130,Hennur Road,2.0,86.69,1445.0,3.0
2131,Hennur Road,2.0,69.18,1155.0,3.0
2132,Hennur Road,3.0,129.0,1904.0,2.0
2133,Hennur Road,3.0,134.0,1981.0,2.0
2134,Hennur Road,2.0,69.18,1155.0,4.0
2135,Hennur Road,3.0,105.0,1590.0,3.0
2136,Hennur Road,3.0,138.0,2041.0,2.0
2137,Hennur Road,2.0,78.0,1100.0,2.0
2138,Hennur Road,4.0,154.0,1880.0,3.0
2139,Hennur Road,3.0,75.99,1570.0,1.0
2140,Hennur Road,3.0,140.0,1933.0,1.0
2141,Hennur Road,2.0,89.56,1445.0,3.0
2142,Hennur Road,2.0,80.0,1232.0,2.0
2143,Hennur Road,3.0,110.0,1891.0,3.0
2144,Hennur Road,3.0,131.0,1936.0,2.0
2145,Hoodi,2.0,67.0,985.0,2.0
2146,Hoodi,2.0,80.0,1425.0,2.0
2147,Hoodi,2.0,75.0,1420.0,2.0
2148,Hoodi,3.0,110.0,1639.0,3.0
2149,Hoodi,3.0,98.32,1639.0,2.0
2150,Hoodi,3.0,65.0,1445.0,2.0
2151,Hoodi,2.0,60.87,1026.0,2.0
2152,Hoodi,2.0,50.0,1050.0,2.0
2153,Hoodi,2.0,78.0,1400.0,2.0
2154,Hoodi,5.0,160.0,2400.0,4.0
2155,Hoodi,2.0,71.74,1196.0,2.0
2156,Hoodi,2.0,84.0,1500.0,2.0
2157,Hoodi,2.0,57.63,1055.0,2.0
2158,Hoodi,2.0,114.0,1925.0,2.0
2159,Hoodi,2.0,82.0,1400.0,2.0
2160,Hoodi,1.0,48.24,706.0,3.0
2161,Hoodi,2.0,67.9,1132.0,2.0
2162,Hoodi,2.0,110.0,1430.0,2.0
2163,Hoodi,3.0,110.0,1925.0,2.0
2164,Hoodi,3.0,96.87,1769.0,2.0
2165,Hoodi,2.0,71.03,1257.0,2.0
2166,Hoodi,2.0,75.0,1305.0,2.0
2167,Hoodi,2.0,65.0,1240.0,2.0
2168,Hoodi,2.0,74.23,1108.0,3.0
2169,Hoodi,2.0,61.17,1063.0,2.0
2170,Hoodi,3.0,142.0,1837.0,3.0
2171,Hoodi,2.0,49.43,1111.0,2.0
2172,Hoodi,1.0,42.65,711.0,1.0
2173,Hoodi,1.0,40.55,863.0,2.0
2174,Hoodi,2.0,100.0,1715.0,2.0
2175,Hoodi,3.0,70.0,1350.0,1.0
2176,Hoodi,3.0,76.0,1447.0,2.0
2177,Hoodi,3.0,128.0,1660.0,4.0
2178,Hoodi,3.0,140.0,2144.0,4.0
2179,Hoodi,2.0,66.46,1108.0,3.0
2180,Hoodi,3.0,110.0,1837.0,3.0
2181,Hoodi,3.0,125.0,1660.0,3.0
2182,Hoodi,4.0,220.0,3385.0,2.0
2183,Hoodi,3.0,80.51,1644.0,2.0
2184,Hoodi,3.0,85.0,1490.0,3.0
2185,Horamavu Agara,3.0,75.0,1560.0,3.0
2186,Horamavu Agara,2.0,37.49,755.0,3.0
2187,Horamavu Agara,2.0,47.65,982.0,2.0
2188,Horamavu Agara,2.0,75.0,1650.0,4.0
2189,Horamavu Agara,3.0,92.0,1756.0,3.0
2190,Horamavu Agara,2.0,64.0,1169.0,3.0
2191,Horamavu Agara,2.0,65.0,1265.0,2.0
2192,Horamavu Agara,2.0,41.51,1107.83,2.0
2193,Horamavu Agara,2.0,38.19,980.0,2.0
2194,Horamavu Agara,3.0,65.0,1250.0,2.0
2195,Horamavu Agara,2.0,75.0,1284.0,2.0
2196,Horamavu Agara,2.0,41.21,1145.0,2.0
2197,Horamavu Agara,2.0,46.0,1000.0,4.0
2198,Horamavu Agara,2.0,37.49,760.0,1.0
2199,Horamavu Agara,2.0,50.0,1364.0,2.0
2200,Horamavu Agara,3.0,89.0,1623.0,2.0
2201,Horamavu Agara,2.0,37.49,750.0,3.0
2202,Horamavu Agara,1.0,27.0,625.0,4.0
2203,Horamavu Agara,2.0,37.62,1176.0,2.0
2204,Horamavu Agara,2.0,37.29,1166.0,2.0
2205,Horamavu Agara,2.0,42.28,994.0,2.0
2206,Horamavu Agara,2.0,41.51,1107.83,2.0
2207,Horamavu Agara,2.0,39.0,1220.0,2.0
2208,Horamavu Agara,2.0,52.0,1300.0,2.0
2209,Horamavu Agara,3.0,63.0,1400.0,2.0
2210,Horamavu Agara,3.0,70.0,1557.0,2.0
2211,Horamavu Agara,2.0,47.0,1058.0,3.0
2212,Horamavu Banaswadi,2.0,80.5,1460.0,2.0
2213,Horamavu Banaswadi,2.0,46.0,1156.0,2.0
2214,Horamavu Banaswadi,2.0,58.0,1180.0,2.0
2215,Horamavu Banaswadi,2.0,38.0,925.0,2.0
2216,Horamavu Banaswadi,2.0,49.5,1225.0,2.0
2217,Horamavu Banaswadi,2.0,51.5,1272.0,2.0
2218,Horamavu Banaswadi,2.0,45.0,1200.0,2.0
2219,Horamavu Banaswadi,2.0,47.0,1254.0,5.0
2220,Horamavu Banaswadi,2.0,50.0,1210.0,4.0
2221,Horamavu Banaswadi,2.0,50.0,1272.0,2.0
2222,Horamavu Banaswadi,2.0,45.0,1200.0,2.0
2223,Horamavu Banaswadi,2.0,45.0,1025.0,2.0
2224,Horamavu Banaswadi,2.0,52.0,1081.0,2.0
2225,Horamavu Banaswadi,2.0,50.0,1000.0,5.0
2226,Hormavu,2.0,78.0,1500.0,3.0
2227,Hormavu,2.0,55.0,1150.0,2.0
2228,Hormavu,3.0,73.0,2100.0,2.0
2229,Hormavu,2.0,67.0,1200.0,2.0
2230,Hormavu,3.0,70.0,1200.0,4.0
2231,Hormavu,2.0,52.0,1175.0,2.0
2232,Hormavu,2.0,53.0,1351.0,2.0
2233,Hormavu,2.0,42.3,1130.0,2.0
2234,Hormavu,3.0,70.0,1500.0,3.0
2235,Hormavu,3.0,85.0,1725.0,4.0
2236,Hormavu,2.0,65.0,1153.0,2.0
2237,Hormavu,2.0,53.11,1150.0,5.0
2238,Hormavu,2.0,56.0,1123.0,3.0
2239,Hormavu,2.0,69.0,1385.0,4.0
2240,Hormavu,2.0,49.35,1030.0,2.0
2241,Hormavu,2.0,50.8,1018.0,3.0
2242,Hormavu,3.0,75.0,1555.0,3.0
2243,Hormavu,2.0,53.0,1143.0,3.0
2244,Hormavu,2.0,50.0,1000.0,3.0
2245,Hormavu,2.0,68.0,1200.0,2.0
2246,Hormavu,2.0,58.23,1553.0,2.0
2247,Hormavu,2.0,68.0,1200.0,2.0
2248,Hormavu,2.0,37.49,765.0,2.0
2249,Hormavu,3.0,58.0,1420.0,2.0
2250,Hormavu,2.0,38.665,1081.5,2.0
2251,Hormavu,2.0,60.0,1250.0,3.0
2252,Hormavu,2.0,37.15,965.0,2.0
2253,Hormavu,1.0,28.275,583.0,3.0
2254,Hormavu,2.0,44.0,1129.0,2.0
2255,Hormavu,2.0,69.25,1385.0,3.0
2256,Hormavu,2.0,50.92,1065.0,3.0
2257,Hormavu,2.0,60.0,1046.0,3.0
2258,Hormavu,2.0,75.0,1400.0,2.0
2259,Hormavu,2.0,65.0,1365.0,3.0
2260,Hormavu,2.0,44.8,1196.0,1.0
2261,Hormavu,2.0,39.08,1015.0,5.0
2262,Hormavu,2.0,60.0,1550.0,2.0
2263,Hormavu,2.0,73.0,1200.0,3.0
2264,Hormavu,2.0,65.0,1250.0,3.0
2265,Hormavu,3.0,68.0,1604.0,1.0
2266,Hormavu,2.0,53.7,1075.0,2.0
2267,Hormavu,2.0,42.0,980.0,2.0
2268,Hormavu,2.0,53.7,1075.0,3.0
2269,Hormavu,4.0,115.0,2282.0,2.0
2270,Hormavu,2.0,55.0,1206.0,2.0
2271,Hormavu,2.0,67.0,1310.0,3.0
2272,Hormavu,2.0,60.0,1310.0,2.0
2273,Hormavu,2.0,45.75,1020.0,2.0
2274,Hormavu,2.0,69.0,1210.0,2.0
2275,Hosa Road,3.0,80.0,1639.0,1.0
2276,Hosa Road,2.0,55.15,1161.0,5.0
2277,Hosa Road,2.0,55.15,1161.0,2.0
2278,Hosa Road,2.0,97.52,1430.0,3.0
2279,Hosa Road,2.0,92.0,1365.0,2.0
2280,Hosa Road,2.0,48.5,1243.0,2.0
2281,Hosa Road,2.0,86.12,1332.0,2.0
2282,Hosa Road,1.0,28.29,615.0,2.0
2283,Hosa Road,2.0,85.28,1318.0,3.0
2284,Hosa Road,3.0,103.0,1513.0,3.0
2285,Hosa Road,2.0,40.0,972.0,1.0
2286,Hosa Road,2.0,55.15,1161.0,2.0
2287,Hosa Road,3.0,98.13,1532.0,2.0
2288,Hosa Road,3.0,101.0,1680.0,2.0
2289,Hosa Road,2.0,50.0,880.0,2.0
2290,Hosa Road,3.0,98.18,1533.0,3.0
2291,Hosa Road,2.0,98.0,1369.1,3.0
2292,Hosa Road,2.0,61.0,1040.0,2.0
2293,Hosa Road,3.0,100.0,2500.0,2.0
2294,Hosa Road,2.0,62.0,1245.0,2.0
2295,Hosa Road,2.0,84.86,1311.0,3.0
2296,Hosa Road,3.0,103.0,1512.0,3.0
2297,Hosa Road,1.0,39.99,800.0,1.0
2298,Hosa Road,2.0,64.79,1364.0,2.0
2299,Hosa Road,2.0,45.0,1016.0,2.0
2300,Hosa Road,2.0,77.61,1360.0,3.0
2301,Hosa Road,2.0,65.0,1170.0,3.0
2302,Hosa Road,5.0,55.0,900.0,2.0
2303,Hosa Road,3.0,107.0,1538.0,2.0
2304,Hosa Road,2.0,84.22,1470.0,3.0
2305,Hosa Road,3.0,103.0,1513.0,2.0
2306,Hosa Road,1.0,43.68,625.0,4.0
2307,Hosa Road,3.0,130.0,1893.0,2.0
2308,Hosa Road,3.0,69.61,1541.0,2.0
2309,Hosa Road,1.0,43.08,615.0,3.0
2310,Hosa Road,2.0,39.95,1016.0,2.0
2311,Hosakerehalli,3.0,262.0,2378.0,4.0
2312,Hosakerehalli,3.0,203.0,2376.0,1.0
2313,Hosakerehalli,5.0,380.0,3205.0,3.0
2314,Hosakerehalli,5.0,350.0,3024.0,2.0
2315,Hosakerehalli,2.0,100.0,1304.0,4.0
2316,Hosakerehalli,3.0,245.0,2480.0,2.0
2317,Hosakerehalli,2.0,46.5,925.0,2.0
2318,Hosakerehalli,4.0,260.0,2480.0,2.0
2319,Hosakerehalli,3.0,79.8,1596.0,2.0
2320,Hosakerehalli,2.0,100.0,1200.0,4.0
2321,Hosakerehalli,4.0,300.0,3205.0,1.0
2322,Hosakerehalli,4.0,326.0,3033.0,2.0
2323,Hosakerehalli,2.0,65.0,600.0,4.0
2324,Hosakerehalli,4.0,265.0,2480.0,3.0
2325,Hosakerehalli,3.0,240.0,2376.0,3.0
2326,Hoskote,3.0,50.0,1250.0,2.0
2327,Hoskote,3.0,40.0,1225.0,3.0
2328,Hoskote,3.0,60.0,1740.0,3.0
2329,Hoskote,2.0,45.0,1170.0,5.0
2330,Hoskote,3.0,29.0,1250.0,2.0
2331,Hoskote,3.0,57.0,1200.0,3.0
2332,Hoskote,2.0,33.6,1095.0,3.0
2333,Hoskote,3.0,50.0,1695.0,2.0
2334,Hoskote,2.0,31.5,1065.0,3.0
2335,Hoskote,2.0,63.0,1395.0,3.0
2336,Hoskote,2.0,28.5,1065.0,3.0
2337,Hoskote,2.0,35.0,945.0,3.0
2338,Hoskote,2.0,28.095,1003.5,1.0
2339,Hoskote,2.0,33.75,1065.0,3.0
